,Earnings Per Share (EPS),Number of Outstanding Shares,Revenue,Net Income,Gross Profit,Operating Income (EBIT),Total Assets,Long-Term Debt
DLTI.TA,"[-0.58, -1.26, 0.45]","[-0.58, -1.26, 0.45]","[-0.58, -1.26, 0.45]","[-0.58, -1.26, 0.45]","[-0.58, -1.26, 0.45]","[-0.58, -1.26, 0.45]","[-0.58, -1.26, 0.45]","[None, None, None]"
DELG.TA,"[1.8, 2.02, 11.82]","[1.8, 2.02, 11.82]","[1.8, 2.02, 11.82]","[1.8, 2.02, 11.82]","[1.8, 2.02, 11.82]","[1.8, 2.02, 11.82]","[1.8, 2.02, 11.82]","[1.8, 2.02, 11.82]"
DIPL.TA,"[0.8, 3.63, 25.41]","[0.8, 3.63, 25.41]","[0.8, 3.63, 25.41]","[0.8, 3.63, 25.41]","[0.8, 3.63, 25.41]","[0.8, 3.63, 25.41]","[0.8, 3.63, 25.41]","[0.8, 3.63, 25.41]"
DISI.TA,"[0.74, 17.72, 17.8]","[0.74, 17.72, 17.8]","[0.74, 17.72, 17.8]","[0.74, 17.72, 17.8]","[0.74, 17.72, 17.8]","[0.74, 17.72, 17.8]","[0.74, 17.72, 17.8]","[0.74, 17.72, 17.8]"
DRSH.TA,"[0.48, 0.03, 11.31]","[0.48, 0.03, 11.31]","[0.48, 0.03, 11.31]","[0.48, 0.03, 11.31]","[None, None, None]","[0.48, 0.03, 11.31]","[0.48, 0.03, 11.31]","[0.48, 0.03, 11.31]"
ELAL.TA,"[3.86, 12.77, 32.66]","[3.86, 12.77, 32.66]","[3.86, 12.77, 32.66]","[3.86, 12.77, 32.66]","[3.86, 12.77, 32.66]","[3.86, 12.77, 32.66]","[3.86, 12.77, 32.66]","[3.86, 12.77, 32.66]"
ESLT.TA,"[1.1, 8.13, 18.67]","[1.1, 8.13, 18.67]","[1.1, 8.13, 18.67]","[1.1, 8.13, 18.67]","[1.1, 8.13, 18.67]","[1.1, 8.13, 18.67]","[1.1, 8.13, 18.67]","[1.1, 8.13, 18.67]"
ELCO.TA,"[-2.2, 6.22, 20.04]","[-2.2, 6.22, 20.04]","[-2.2, 6.22, 20.04]","[-2.2, 6.22, 20.04]","[-2.2, 6.22, 20.04]","[-2.2, 6.22, 20.04]","[-2.2, 6.22, 20.04]","[-2.2, 6.22, 20.04]"
ELDAV-M.TA,"[0.71, 1.77, 9.34]","[0.71, 1.77, 9.34]","[0.71, 1.77, 9.34]","[0.71, 1.77, 9.34]","[0.71, 1.77, 9.34]","[0.71, 1.77, 9.34]","[0.71, 1.77, 9.34]","[0.71, 1.77, 9.34]"
ECP.TA,"[-0.8, 0.08, 19.19]","[-0.8, 0.08, 19.19]","[-0.8, 0.08, 19.19]","[-0.8, 0.08, 19.19]","[-0.8, 0.08, 19.19]","[-0.8, 0.08, 19.19]","[-0.8, 0.08, 19.19]","[-0.8, 0.08, 19.19]"
ELCRE.TA,"[-1.29, 3.16, 14.62]","[-1.29, 3.16, 14.62]","[-1.29, 3.16, 14.62]","[-1.29, 3.16, 14.62]","[-1.29, 3.16, 14.62]","[-1.29, 3.16, 14.62]","[-1.29, 3.16, 14.62]","[-1.29, 3.16, 14.62]"
ELWS.TA,"[-6.2, 4.01, 2.88]","[-6.2, 4.01, 2.88]","[-6.2, 4.01, 2.88]","[-6.2, 4.01, 2.88]","[-6.2, 4.01, 2.88]","[-6.2, 4.01, 2.88]","[-6.2, 4.01, 2.88]","[None, None, None]"
ELLO.TA,"[1.29, 7.52, 16.11]","[1.29, 7.52, 16.11]","[1.29, 7.52, 16.11]","[1.29, 7.52, 16.11]","[1.29, 7.52, 16.11]","[1.29, 7.52, 16.11]","[1.29, 7.52, 16.11]","[1.29, 7.52, 16.11]"
ELSPC.TA,"[-0.53, 10.2, 23.96]","[-0.53, 10.2, 23.96]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ENOG.TA,"[1.65, 5.94, 0.4]","[1.65, 5.94, 0.4]","[1.65, 5.94, 0.4]","[1.65, 5.94, 0.4]","[1.65, 5.94, 0.4]","[1.65, 5.94, 0.4]","[1.65, 5.94, 0.4]","[1.65, 5.94, 0.4]"
ENLV.TA,"[0.8, -7.3, -11.54]","[0.8, -7.3, -11.54]","[None, None, None]","[0.8, -7.3, -11.54]","[None, None, None]","[0.8, -7.3, -11.54]","[0.8, -7.3, -11.54]","[None, None, None]"
EPIT.TA,"[-2.54, 7.05, 107.74]","[-2.54, 7.05, 107.74]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
EQTL.TA,"[-1.82, 5.17, 11.84]","[-1.82, 5.17, 11.84]","[-1.82, 5.17, 11.84]","[-1.82, 5.17, 11.84]","[-1.82, 5.17, 11.84]","[-1.82, 5.17, 11.84]","[-1.82, 5.17, 11.84]","[-1.82, 5.17, 11.84]"
FTAL.TA,"[-2.77, 7.46, 13.8]","[-2.77, 7.46, 13.8]","[-2.77, 7.46, 13.8]","[-2.77, 7.46, 13.8]","[-2.77, 7.46, 13.8]","[-2.77, 7.46, 13.8]","[-2.77, 7.46, 13.8]","[-2.77, 7.46, 13.8]"
FLYS.TA,"[-1.25, -6.36, 17.85]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
FBRT.TA,"[-1.88, 2.68, -0.0]","[-1.88, 2.68, -0.0]","[-1.88, 2.68, -0.0]","[-1.88, 2.68, -0.0]","[-1.88, 2.68, -0.0]","[-1.88, 2.68, -0.0]","[-1.88, 2.68, -0.0]","[None, None, None]"
FRSX.TA,"[1.63, -3.12, 53.43]","[1.63, -3.12, 53.43]","[1.63, -3.12, 53.43]","[1.63, -3.12, 53.43]","[1.63, -3.12, 53.43]","[1.63, -3.12, 53.43]","[1.63, -3.12, 53.43]","[None, None, None]"
FORTY.TA,"[-0.62, 9.7, 5.75]","[-0.62, 9.7, 5.75]","[-0.62, 9.7, 5.75]","[-0.62, 9.7, 5.75]","[-0.62, 9.7, 5.75]","[-0.62, 9.7, 5.75]","[-0.62, 9.7, 5.75]","[-0.62, 9.7, 5.75]"
GCT.TA,"[1.32, 11.4, 22.8]","[1.32, 11.4, 22.8]","[1.32, 11.4, 22.8]","[1.32, 11.4, 22.8]","[1.32, 11.4, 22.8]","[1.32, 11.4, 22.8]","[1.32, 11.4, 22.8]","[1.32, 11.4, 22.8]"
GVYM.TA,"[-1.17, 3.61, 7.18]","[-1.17, 3.61, 7.18]","[-1.17, 3.61, 7.18]","[-1.17, 3.61, 7.18]","[-1.17, 3.61, 7.18]","[-1.17, 3.61, 7.18]","[-1.17, 3.61, 7.18]","[-1.17, 3.61, 7.18]"
GEFR.TA,"[-0.99, 10.4, 25.21]","[-0.99, 10.4, 25.21]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[-0.99, 10.4, 25.21]","[-0.99, 10.4, 25.21]"
GNCL.TA,"[2.21, -3.86, -10.33]","[2.21, -3.86, -10.33]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
GNRS.TA,"[-0.79, 7.7, 21.92]","[-0.79, 7.7, 21.92]","[-0.79, 7.7, 21.92]","[-0.79, 7.7, 21.92]","[-0.79, 7.7, 21.92]","[-0.79, 7.7, 21.92]","[-0.79, 7.7, 21.92]","[-0.79, 7.7, 21.92]"
GILT.TA,"[-0.28, 0.87, 10.54]","[-0.28, 0.87, 10.54]","[-0.28, 0.87, 10.54]","[-0.28, 0.87, 10.54]","[-0.28, 0.87, 10.54]","[-0.28, 0.87, 10.54]","[-0.28, 0.87, 10.54]","[-0.28, 0.87, 10.54]"
GLTL.TA,"[-3.13, 9.8, 14.1]","[-3.13, 9.8, 14.1]","[-3.13, 9.8, 14.1]","[-3.13, 9.8, 14.1]","[-3.13, 9.8, 14.1]","[-3.13, 9.8, 14.1]","[-3.13, 9.8, 14.1]","[-3.13, 9.8, 14.1]"
GKL.TA,"[6.95, 10.75, 16.77]","[6.95, 10.75, 16.77]","[6.95, 10.75, 16.77]","[6.95, 10.75, 16.77]","[6.95, 10.75, 16.77]","[6.95, 10.75, 16.77]","[6.95, 10.75, 16.77]","[6.95, 10.75, 16.77]"
GLRS.TA,"[1.15, 2.23, 7.66]","[1.15, 2.23, 7.66]","[1.15, 2.23, 7.66]","[1.15, 2.23, 7.66]","[1.15, 2.23, 7.66]","[1.15, 2.23, 7.66]","[1.15, 2.23, 7.66]","[1.15, 2.23, 7.66]"
GOHO.TA,"[6.3, 14.31, 13.9]","[6.3, 14.31, 13.9]","[6.3, 14.31, 13.9]","[6.3, 14.31, 13.9]","[6.3, 14.31, 13.9]","[6.3, 14.31, 13.9]","[6.3, 14.31, 13.9]","[6.3, 14.31, 13.9]"
GRAC.TA,"[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
G107.TA,"[-0.1, 0.99, 5.1]","[-0.1, 0.99, 5.1]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HGG.TA,"[-0.95, 0.91, 12.62]","[-0.95, 0.91, 12.62]","[-0.95, 0.91, 12.62]","[-0.95, 0.91, 12.62]","[-0.95, 0.91, 12.62]","[-0.95, 0.91, 12.62]","[-0.95, 0.91, 12.62]","[-0.95, 0.91, 12.62]"
MSBI.TA,"[-1.72, -3.0, 4.83]","[-1.72, -3.0, 4.83]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HAMAT.TA,"[-0.42, 5.34, 29.75]","[-0.42, 5.34, 29.75]","[-0.42, 5.34, 29.75]","[-0.42, 5.34, 29.75]","[-0.42, 5.34, 29.75]","[-0.42, 5.34, 29.75]","[-0.42, 5.34, 29.75]","[-0.42, 5.34, 29.75]"
HICN.TA,"[-1.61, -2.67, -7.04]","[-1.61, -2.67, -7.04]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HLAN.TA,"[-0.15, 3.91, 4.56]","[-0.15, 3.91, 4.56]","[-0.15, 3.91, 4.56]","[-0.15, 3.91, 4.56]","[-0.15, 3.91, 4.56]","[-0.15, 3.91, 4.56]","[-0.15, 3.91, 4.56]","[-0.15, 3.91, 4.56]"
HIPR.TA,"[0.23, 1.6, -6.15]","[0.23, 1.6, -6.15]","[0.23, 1.6, -6.15]","[0.23, 1.6, -6.15]","[0.23, 1.6, -6.15]","[0.23, 1.6, -6.15]","[0.23, 1.6, -6.15]","[0.23, 1.6, -6.15]"
HIVE.TA,"[None, None, None]","[0.0, 0.0, 0.0]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HLMS.TA,"[-1.21, 0.14, 4.2]","[-1.21, 0.14, 4.2]","[-1.21, 0.14, 4.2]","[-1.21, 0.14, 4.2]","[-1.21, 0.14, 4.2]","[-1.21, 0.14, 4.2]","[-1.21, 0.14, 4.2]","[-1.21, 0.14, 4.2]"
HMGS.TA,"[-1.66, -15.32, 103.18]","[-1.66, -15.32, 103.18]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HUMX.TA,"[1.55, -13.69, 0.54]","[1.55, -13.69, 0.54]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ICON.TA,"[0.98, 5.78, 3.44]","[0.98, 5.78, 3.44]","[0.98, 5.78, 3.44]","[0.98, 5.78, 3.44]","[0.98, 5.78, 3.44]","[0.98, 5.78, 3.44]","[0.98, 5.78, 3.44]","[None, None, None]"
IDNT.TA,"[3.53, 103.26, 34.68]","[3.53, 103.26, 34.68]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
IDMO.TA,"[3.07, -0.43, -12.03]","[3.07, -0.43, -12.03]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ILX.TA,"[-1.09, 2.79, 8.15]","[-1.09, 2.79, 8.15]","[-1.09, 2.79, 8.15]","[-1.09, 2.79, 8.15]","[-1.09, 2.79, 8.15]","[-1.09, 2.79, 8.15]","[-1.09, 2.79, 8.15]","[-1.09, 2.79, 8.15]"
INRM.TA,"[-1.22, 5.31, 27.64]","[-1.22, 5.31, 27.64]","[-1.22, 5.31, 27.64]","[-1.22, 5.31, 27.64]","[-1.22, 5.31, 27.64]","[-1.22, 5.31, 27.64]","[-1.22, 5.31, 27.64]","[-1.22, 5.31, 27.64]"
INCR.TA,"[1.25, -0.8, -11.61]","[1.25, -0.8, -11.61]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ISHI.TA,"[0.69, 13.06, 35.83]","[0.69, 13.06, 35.83]","[0.69, 13.06, 35.83]","[0.69, 13.06, 35.83]","[0.69, 13.06, 35.83]","[0.69, 13.06, 35.83]","[0.69, 13.06, 35.83]","[0.69, 13.06, 35.83]"
ISRG.TA,"[1.15, 2.26, 20.93]","[1.15, 2.26, 20.93]","[1.15, 2.26, 20.93]","[1.15, 2.26, 20.93]","[1.15, 2.26, 20.93]","[1.15, 2.26, 20.93]","[1.15, 2.26, 20.93]","[1.15, 2.26, 20.93]"
ISRO.TA,"[-0.78, -0.94, 1.37]","[-0.78, -0.94, 1.37]","[-0.78, -0.94, 1.37]","[-0.78, -0.94, 1.37]","[-0.78, -0.94, 1.37]","[-0.78, -0.94, 1.37]","[-0.78, -0.94, 1.37]","[-0.78, -0.94, 1.37]"
ISTA.TA,"[-2.19, 0.98, 10.72]","[-2.19, 0.98, 10.72]","[-2.19, 0.98, 10.72]","[-2.19, 0.98, 10.72]","[-2.19, 0.98, 10.72]","[-2.19, 0.98, 10.72]","[-2.19, 0.98, 10.72]","[-2.19, 0.98, 10.72]"
JNGO.TA,"[None, None, None]","[0.0, 9.87, 2.82]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
KAFR.TA,"[0.36, 7.56, 20.4]","[0.36, 7.56, 20.4]","[0.36, 7.56, 20.4]","[0.36, 7.56, 20.4]","[0.36, 7.56, 20.4]","[0.36, 7.56, 20.4]","[0.36, 7.56, 20.4]","[0.36, 7.56, 20.4]"
KMDA.TA,"[-0.54, 9.07, 7.3]","[-0.54, 9.07, 7.3]","[-0.54, 9.07, 7.3]","[-0.54, 9.07, 7.3]","[-0.54, 9.07, 7.3]","[-0.54, 9.07, 7.3]","[-0.54, 9.07, 7.3]","[None, None, None]"
KEN.TA,"[-1.86, -2.56, 7.6]","[-1.86, -2.56, 7.6]","[-1.86, -2.56, 7.6]","[-1.86, -2.56, 7.6]","[-1.86, -2.56, 7.6]","[-1.86, -2.56, 7.6]","[-1.86, -2.56, 7.6]","[-1.86, -2.56, 7.6]"
KSTN.TA,"[0.77, 2.54, 6.27]","[0.77, 2.54, 6.27]","[None, None, None]","[0.77, 2.54, 6.27]","[0.77, 2.54, 6.27]","[0.77, 2.54, 6.27]","[0.77, 2.54, 6.27]","[0.77, 2.54, 6.27]"
KLIL.TA,"[0.2, 5.13, 14.88]","[0.2, 5.13, 14.88]","[0.2, 5.13, 14.88]","[0.2, 5.13, 14.88]","[0.2, 5.13, 14.88]","[0.2, 5.13, 14.88]","[0.2, 5.13, 14.88]","[None, None, None]"
LAHAV.TA,"[-0.09, -0.86, 26.23]","[-0.09, -0.86, 26.23]","[-0.09, -0.86, 26.23]","[-0.09, -0.86, 26.23]","[-0.09, -0.86, 26.23]","[-0.09, -0.86, 26.23]","[-0.09, -0.86, 26.23]","[-0.09, -0.86, 26.23]"
LSCO.TA,"[-0.32, 0.53, 17.51]","[-0.32, 0.53, 17.51]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
LBRA.TA,"[1.56, 12.23, 50.54]","[1.56, 12.23, 50.54]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
LCTX.TA,"[-1.08, -1.41, -28.39]","[-1.08, -1.41, -28.39]","[-1.08, -1.41, -28.39]","[-1.08, -1.41, -28.39]","[-1.08, -1.41, -28.39]","[-1.08, -1.41, -28.39]","[-1.08, -1.41, -28.39]","[None, None, None]"
LPSN.TA,"[-1.78, 66.37, 29.87]","[-1.78, 66.37, 29.87]","[-1.78, 66.37, 29.87]","[-1.78, 66.37, 29.87]","[-1.78, 66.37, 29.87]","[-1.78, 66.37, 29.87]","[-1.78, 66.37, 29.87]","[-1.78, 66.37, 29.87]"
MGIC.TA,"[0.68, 3.85, 7.93]","[0.68, 3.85, 7.93]","[0.68, 3.85, 7.93]","[0.68, 3.85, 7.93]","[0.68, 3.85, 7.93]","[0.68, 3.85, 7.93]","[0.68, 3.85, 7.93]","[0.68, 3.85, 7.93]"
MTLF.TA,"[None, None, None]","[-0.14, -1.02, -7.87]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MTRX.TA,"[-0.68, 6.63, 10.69]","[-0.68, 6.63, 10.69]","[-0.68, 6.63, 10.69]","[-0.68, 6.63, 10.69]","[-0.68, 6.63, 10.69]","[-0.68, 6.63, 10.69]","[-0.68, 6.63, 10.69]","[-0.68, 6.63, 10.69]"
MAXO.TA,"[-1.67, -2.19, 14.11]","[-1.67, -2.19, 14.11]","[-1.67, -2.19, 14.11]","[-1.67, -2.19, 14.11]","[-1.67, -2.19, 14.11]","[-1.67, -2.19, 14.11]","[-1.67, -2.19, 14.11]","[-1.67, -2.19, 14.11]"
MTRN.TA,"[2.56, 9.21, -13.11]","[2.56, 9.21, -13.11]","[2.56, 9.21, -13.11]","[2.56, 9.21, -13.11]","[2.56, 9.21, -13.11]","[2.56, 9.21, -13.11]","[2.56, 9.21, -13.11]","[2.56, 9.21, -13.11]"
MEDN.TA,"[0.45, 6.9, 12.34]","[0.45, 6.9, 12.34]","[0.45, 6.9, 12.34]","[0.45, 6.9, 12.34]","[0.45, 6.9, 12.34]","[0.45, 6.9, 12.34]","[0.45, 6.9, 12.34]","[0.45, 6.9, 12.34]"
MLSR.TA,"[-0.93, 7.11, 12.43]","[-0.93, 7.11, 12.43]","[-0.93, 7.11, 12.43]","[-0.93, 7.11, 12.43]","[-0.93, 7.11, 12.43]","[-0.93, 7.11, 12.43]","[-0.93, 7.11, 12.43]","[-0.93, 7.11, 12.43]"
MNIN.TA,"[1.11, 12.4, 30.22]","[1.11, 12.4, 30.22]","[1.11, 12.4, 30.22]","[1.11, 12.4, 30.22]","[1.11, 12.4, 30.22]","[1.11, 12.4, 30.22]","[1.11, 12.4, 30.22]","[1.11, 12.4, 30.22]"
MCRNT.TA,"[0.09, -0.48, 9.97]","[0.09, -0.48, 9.97]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MLD.TA,"[None, None, None]","[6.67, 42.5, 40.0]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MZTF.TA,"[-1.42, 5.6, 6.25]","[-1.42, 5.6, 6.25]","[-1.42, 5.6, 6.25]","[-1.42, 5.6, 6.25]","[None, None, None]","[None, None, None]","[-1.42, 5.6, 6.25]","[None, None, None]"
MLRN.TA,"[-0.52, 10.46, 14.96]","[-0.52, 10.46, 14.96]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NFTA.TA,"[0.16, 1.31, 5.74]","[0.16, 1.31, 5.74]","[0.16, 1.31, 5.74]","[0.16, 1.31, 5.74]","[0.16, 1.31, 5.74]","[0.16, 1.31, 5.74]","[0.16, 1.31, 5.74]","[0.16, 1.31, 5.74]"
NYAX.TA,"[-2.01, 7.81, 14.26]","[-2.01, 7.81, 14.26]","[-2.01, 7.81, 14.26]","[-2.01, 7.81, 14.26]","[-2.01, 7.81, 14.26]","[-2.01, 7.81, 14.26]","[-2.01, 7.81, 14.26]","[-2.01, 7.81, 14.26]"
NTGR.TA,"[-0.17, 5.41, 16.75]","[-0.17, 5.41, 16.75]","[-0.17, 5.41, 16.75]","[-0.17, 5.41, 16.75]","[-0.17, 5.41, 16.75]","[-0.17, 5.41, 16.75]","[-0.17, 5.41, 16.75]","[-0.17, 5.41, 16.75]"
NTNB.TA,"[None, None, None]","[-0.86, 1.36, 6.24]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXTG.TA,"[0.68, -1.57, 17.57]","[0.68, -1.57, 17.57]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXTM.TA,"[-1.07, -3.82, 1.38]","[-1.07, -3.82, 1.38]","[-1.07, -3.82, 1.38]","[-1.07, -3.82, 1.38]","[-1.07, -3.82, 1.38]","[-1.07, -3.82, 1.38]","[-1.07, -3.82, 1.38]","[-1.07, -3.82, 1.38]"
NXFR.TA,"[-1.8, -20.3, -51.71]","[-1.8, -20.3, -51.71]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXGN.TA,"[3.79, -4.76, -24.1]","[3.79, -4.76, -24.1]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NISA.TA,"[1.73, 3.68, -7.14]","[1.73, 3.68, -7.14]","[1.73, 3.68, -7.14]","[1.73, 3.68, -7.14]","[1.73, 3.68, -7.14]","[1.73, 3.68, -7.14]","[1.73, 3.68, -7.14]","[1.73, 3.68, -7.14]"
NVMI.TA,"[-1.98, -9.7, -9.21]","[-1.98, -9.7, -9.21]","[-1.98, -9.7, -9.21]","[-1.98, -9.7, -9.21]","[-1.98, -9.7, -9.21]","[-1.98, -9.7, -9.21]","[-1.98, -9.7, -9.21]","[None, None, None]"
NVLG.TA,"[-1.0, -3.58, 8.2]","[-1.0, -3.58, 8.2]","[-1.0, -3.58, 8.2]","[-1.0, -3.58, 8.2]","[-1.0, -3.58, 8.2]","[-1.0, -3.58, 8.2]","[-1.0, -3.58, 8.2]","[None, None, None]"
NURI.TA,"[None, None, None]","[-0.24, -10.89, -13.72]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
OPCE.TA,"[-2.34, -2.66, 4.98]","[-2.34, -2.66, 4.98]","[-2.34, -2.66, 4.98]","[-2.34, -2.66, 4.98]","[-2.34, -2.66, 4.98]","[-2.34, -2.66, 4.98]","[-2.34, -2.66, 4.98]","[-2.34, -2.66, 4.98]"
OPK.TA,"[-0.05, 10.64, 7.66]","[-0.05, 10.64, 7.66]","[-0.05, 10.64, 7.66]","[-0.05, 10.64, 7.66]","[-0.05, 10.64, 7.66]","[-0.05, 10.64, 7.66]","[-0.05, 10.64, 7.66]","[-0.05, 10.64, 7.66]"
ORAD.TA,"[-2.48, -0.32, -3.62]","[-2.48, -0.32, -3.62]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ORMP.TA,"[-1.55, -3.83, -8.29]","[-1.55, -3.83, -8.29]","[None, None, None]","[-1.55, -3.83, -8.29]","[None, None, None]","[-1.55, -3.83, -8.29]","[-1.55, -3.83, -8.29]","[None, None, None]"
ORA.TA,"[0.39, 6.46, -2.45]","[0.39, 6.46, -2.45]","[0.39, 6.46, -2.45]","[0.39, 6.46, -2.45]","[0.39, 6.46, -2.45]","[0.39, 6.46, -2.45]","[0.39, 6.46, -2.45]","[0.39, 6.46, -2.45]"
OVRS.TA,"[-0.08, -2.83, 2.89]","[-0.08, -2.83, 2.89]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PLRM.TA,"[-0.32, 5.4, 24.76]","[-0.32, 5.4, 24.76]","[-0.32, 5.4, 24.76]","[-0.32, 5.4, 24.76]","[-0.32, 5.4, 24.76]","[-0.32, 5.4, 24.76]","[-0.32, 5.4, 24.76]","[None, None, None]"
PTNR.TA,"[-1.34, 0.84, 22.64]","[-1.34, 0.84, 22.64]","[-1.34, 0.84, 22.64]","[-1.34, 0.84, 22.64]","[-1.34, 0.84, 22.64]","[-1.34, 0.84, 22.64]","[-1.34, 0.84, 22.64]","[-1.34, 0.84, 22.64]"
PEN.TA,"[1.01, 8.18, 19.54]","[1.01, 8.18, 19.54]","[1.01, 8.18, 19.54]","[1.01, 8.18, 19.54]","[None, None, None]","[None, None, None]","[1.01, 8.18, 19.54]","[None, None, None]"
PERI.TA,"[0.69, 2.96, 0.62]","[0.69, 2.96, 0.62]","[0.69, 2.96, 0.62]","[0.69, 2.96, 0.62]","[0.69, 2.96, 0.62]","[0.69, 2.96, 0.62]","[0.69, 2.96, 0.62]","[None, None, None]"
PTCH.TA,"[None, None, None]","[2.04, 6.61, 5.44]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PHTM.TA,"[0.31, 12.52, 16.73]","[0.31, 12.52, 16.73]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PLCR.TA,"[4950.0, 4645.95, 12.67]","[4950.0, 4645.95, 12.67]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PMVM.TA,"[3.01, -12.8, -42.47]","[3.01, -12.8, -42.47]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PRSK.TA,"[1.03, 11.22, 23.23]","[1.03, 11.22, 23.23]","[1.03, 11.22, 23.23]","[1.03, 11.22, 23.23]","[1.03, 11.22, 23.23]","[1.03, 11.22, 23.23]","[1.03, 11.22, 23.23]","[1.03, 11.22, 23.23]"
PRTC.TA,"[-1.09, -4.08, -11.49]","[-1.09, -4.08, -11.49]","[-1.09, -4.08, -11.49]","[-1.09, -4.08, -11.49]","[None, None, None]","[-1.09, -4.08, -11.49]","[-1.09, -4.08, -11.49]","[-1.09, -4.08, -11.49]"
PRPD.TA,"[None, None, None]","[1.5, -12.95, -1.82]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PULS.TA,"[1.35, 18.12, 21.89]","[1.35, 18.12, 21.89]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PPBT.TA,"[-2.47, -22.88, -28.95]","[-2.47, -22.88, -28.95]","[None, None, None]","[-2.47, -22.88, -28.95]","[None, None, None]","[-2.47, -22.88, -28.95]","[-2.47, -22.88, -28.95]","[None, None, None]"
QLTU.TA,"[-1.73, -6.75, 25.28]","[-1.73, -6.75, 25.28]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
QLRD.TA,"[-0.05, 3.09, 5.72]","[-0.05, 3.09, 5.72]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RANI.TA,"[-1.48, 9.71, 25.55]","[-1.48, 9.71, 25.55]","[-1.48, 9.71, 25.55]","[-1.48, 9.71, 25.55]","[-1.48, 9.71, 25.55]","[-1.48, 9.71, 25.55]","[-1.48, 9.71, 25.55]","[-1.48, 9.71, 25.55]"
RAVD.TA,"[9.32, 10.77, 10.49]","[9.32, 10.77, 10.49]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
