,Earnings Per Share (EPS),Number of Outstanding Shares,Revenue,Net Income,Gross Profit,Operating Income (EBIT),Total Assets,Long-Term Debt
HMGS.TA,"[0.9834, 0.8468, -0.0318]","[0.9834, 0.8468, -0.0318]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
HUMX.TA,"[0.9845, 0.8631, 0.9946]","[0.9845, 0.8631, 0.9946]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ICON.TA,"[0.9902, 0.9422, 0.9656]","[0.9902, 0.9422, 0.9656]","[0.8771, 0.8291, 0.8525]","[0.6033, 0.5554, 0.5787]","[0.8762, 0.8282, 0.8516]","[0.6976, 0.6496, 0.673]","[0.872, 0.824, 0.8474]","[None, None, None]"
IDNT.TA,"[0.9647, -0.0326, 0.6532]","[0.9647, -0.0326, 0.6532]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
IDMO.TA,"[0.9693, 0.9957, 0.8797]","[0.9693, 0.9957, 0.8797]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ILX.TA,"[0.9891, 0.9721, 0.9185]","[0.9891, 0.9721, 0.9185]","[0.892, 0.9308, 0.9844]","[-0.3725, -0.3337, -0.2801]","[0.8561, 0.8949, 0.9485]","[0.322, 0.3607, 0.4143]","[0.979, 0.9822, 0.9286]","[0.0109, -0.0279, -0.0815]"
INRM.TA,"[0.9878, 0.9469, 0.7236]","[0.9878, 0.9469, 0.7236]","[0.6606, 0.7259, 0.9492]","[-0.054, 0.0113, 0.2346]","[0.5615, 0.6269, 0.8501]","[-1.0, -1.0, -1.0]","[0.9263, 0.9917, 0.7851]","[0.9456, 0.8802, 0.657]"
INCR.TA,"[0.9875, 0.992, 0.8839]","[0.9875, 0.992, 0.8839]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ISHI.TA,"[0.9931, 0.8694, 0.6417]","[0.9931, 0.8694, 0.6417]","[0.8538, 0.9775, 0.7948]","[0.948, 0.8242, 0.5965]","[0.782, 0.9057, 0.8666]","[0.1485, 0.2723, 0.5]","[0.9702, 0.9061, 0.6784]","[0.9606, 0.8369, 0.6092]"
ISRG.TA,"[0.9885, 0.9774, 0.7907]","[0.9885, 0.9774, 0.7907]","[0.1504, 0.1615, 0.3481]","[-0.7246, -0.7135, -0.5268]","[-0.0005, 0.0106, 0.1973]","[-1.0, -1.0, -0.8853]","[0.946, 0.9571, 0.8562]","[0.9361, 0.925, 0.7384]"
ISRO.TA,"[0.9922, 0.9906, 0.9863]","[0.9922, 0.9906, 0.9863]","[0.8357, 0.8342, 0.8572]","[0.4686, 0.467, 0.4901]","[0.6995, 0.6979, 0.721]","[0.5316, 0.53, 0.5531]","[0.8853, 0.8837, 0.9068]","[0.9769, 0.9754, 0.9984]"
ISTA.TA,"[0.9781, 0.9902, 0.8928]","[0.9781, 0.9902, 0.8928]","[0.2051, 0.2369, 0.3342]","[0.5378, 0.5696, 0.6669]","[0.7679, 0.7997, 0.897]","[0.7183, 0.6865, 0.5892]","[0.9788, 0.9894, 0.8921]","[0.96, 0.9917, 0.911]"
JNGO.TA,"[None, None, None]","[1.0, 0.9013, 0.9718]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
KAFR.TA,"[0.9964, 0.9244, 0.796]","[0.9964, 0.9244, 0.796]","[0.9841, 0.9438, 0.8155]","[0.7743, 0.7023, 0.5739]","[0.9792, 0.9488, 0.8204]","[0.9486, 0.8766, 0.7482]","[0.9836, 0.9443, 0.816]","[0.9442, 0.8721, 0.7438]"
KMDA.TA,"[0.9946, 0.9093, 0.927]","[0.9946, 0.9093, 0.927]","[0.9882, 0.892, 0.9098]","[0.8782, 0.7821, 0.7998]","[0.9148, 0.8187, 0.8364]","[0.9441, 0.8479, 0.8657]","[0.9941, 0.9098, 0.9275]","[None, None, None]"
KEN.TA,"[0.9814, 0.9744, 0.924]","[0.9814, 0.9744, 0.924]","[0.672, 0.665, 0.7666]","[0.4026, 0.4095, 0.3079]","[0.1147, 0.1077, 0.2093]","[-1.0, -1.0, -1.0]","[0.9521, 0.9451, 0.9533]","[0.9747, 0.9678, 0.9306]"
KSTN.TA,"[0.9923, 0.9746, 0.9373]","[0.9923, 0.9746, 0.9373]","[None, None, None]","[0.4342, 0.4519, 0.4892]","[-0.0314, -0.0491, -0.0864]","[0.1038, 0.0862, 0.0488]","[0.9788, 0.9611, 0.9238]","[0.9919, 0.9905, 0.9532]"
KLIL.TA,"[0.998, 0.9487, 0.8512]","[0.998, 0.9487, 0.8512]","[0.6722, 0.7214, 0.8189]","[-1.0, -1.0, -1.0]","[0.2925, 0.3417, 0.4393]","[-1.0, -1.0, -1.0]","[0.9711, 0.9796, 0.8821]","[None, None, None]"
LAHAV.TA,"[0.9991, 0.9914, 0.7377]","[0.9991, 0.9914, 0.7377]","[0.9648, 0.9571, 0.772]","[0.485, 0.4927, 0.2218]","[0.9922, 0.9999, 0.729]","[0.933, 0.9253, 0.8037]","[0.9633, 0.9556, 0.7735]","[0.9695, 0.9618, 0.7673]"
LSCO.TA,"[0.9968, 0.9947, 0.8249]","[0.9968, 0.9947, 0.8249]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
LBRA.TA,"[0.9844, 0.8777, 0.4946]","[0.9844, 0.8777, 0.4946]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
LCTX.TA,"[0.9892, 0.9859, 0.7161]","[0.9892, 0.9859, 0.7161]","[-0.6947, -0.698, -0.9679]","[0.516, 0.5127, 0.2428]","[-0.7534, -0.7567, -1.0]","[0.6437, 0.6404, 0.3706]","[0.9504, 0.9537, 0.7765]","[None, None, None]"
LPSN.TA,"[0.9822, 0.3363, 0.7013]","[0.9822, 0.3363, 0.7013]","[0.9473, 0.2658, 0.6308]","[-0.6596, -1.0, -0.976]","[0.8649, 0.1835, 0.5485]","[0.8031, 0.5155, 0.8805]","[0.9989, 0.3196, 0.6846]","[0.9787, 0.3398, 0.7048]"
MGIC.TA,"[0.9932, 0.9615, 0.9207]","[0.9932, 0.9615, 0.9207]","[0.9575, 0.9892, 0.97]","[0.9179, 0.8861, 0.8454]","[0.9852, 0.9831, 0.9423]","[0.9873, 0.9556, 0.9148]","[0.9919, 0.9602, 0.9194]","[0.9873, 0.9556, 0.9148]"
MTLF.TA,"[None, None, None]","[0.9986, 0.9898, 0.9213]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MTRX.TA,"[0.9932, 0.9337, 0.8931]","[0.9932, 0.9337, 0.8931]","[0.9286, 0.9983, 0.9577]","[0.9335, 0.8604, 0.8198]","[0.977, 0.9499, 0.9093]","[0.9792, 0.9061, 0.8655]","[0.9512, 0.9757, 0.9351]","[0.8691, 0.796, 0.7554]"
MAXO.TA,"[0.9833, 0.9781, 0.8589]","[0.9833, 0.9781, 0.8589]","[0.8059, 0.8007, 0.9638]","[0.7706, 0.7654, 0.9285]","[0.816, 0.8108, 0.9739]","[0.7392, 0.734, 0.8971]","[0.9414, 0.9363, 0.9007]","[0.7791, 0.7843, 0.6213]"
MTRN.TA,"[0.9744, 0.9079, 0.8689]","[0.9744, 0.9079, 0.8689]","[0.5026, 0.4361, 0.6593]","[-0.4866, -0.5531, -0.3299]","[0.4667, 0.4001, 0.6234]","[-0.0811, -0.1476, 0.0756]","[0.9183, 0.8518, 0.925]","[0.8716, 0.805, 0.9717]"
MEDN.TA,"[0.9955, 0.931, 0.8766]","[0.9955, 0.931, 0.8766]","[0.7068, 0.6423, 0.5879]","[0.6511, 0.7156, 0.77]","[0.6637, 0.7282, 0.7826]","[0.7225, 0.787, 0.8414]","[0.6984, 0.7629, 0.8173]","[-1.0, -1.0, -1.0]"
MLSR.TA,"[0.9907, 0.9289, 0.8757]","[0.9907, 0.9289, 0.8757]","[0.928, 0.9915, 0.9383]","[0.8756, 0.7952, 0.742]","[0.9748, 0.9448, 0.8916]","[0.9682, 0.9514, 0.8982]","[0.9825, 0.937, 0.8839]","[0.8538, 0.7734, 0.7202]"
MNIN.TA,"[0.9889, 0.876, 0.6978]","[0.9889, 0.876, 0.6978]","[0.7715, 0.8844, 0.9374]","[0.2984, 0.4114, 0.5895]","[0.8096, 0.9226, 0.8993]","[0.4889, 0.6019, 0.78]","[0.9568, 0.9302, 0.7521]","[0.9154, 0.8024, 0.6243]"
MCRNT.TA,"[0.9991, 0.9952, 0.9003]","[0.9991, 0.9952, 0.9003]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MLD.TA,"[None, None, None]","[0.9333, 0.575, 0.6]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
MZTF.TA,"[0.9858, 0.944, 0.9375]","[0.9858, 0.944, 0.9375]","[0.9957, 0.9341, 0.9276]","[0.9957, 0.9254, 0.9189]","[None, None, None]","[None, None, None]","[0.9626, 0.9672, 0.9606]","[None, None, None]"
MLRN.TA,"[0.9948, 0.8954, 0.8504]","[0.9948, 0.8954, 0.8504]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NFTA.TA,"[0.9984, 0.9869, 0.9426]","[0.9984, 0.9869, 0.9426]","[0.8773, 0.8888, 0.9332]","[0.8542, 0.8427, 0.7984]","[0.796, 0.8075, 0.8518]","[0.7565, 0.768, 0.8123]","[0.9651, 0.9766, 0.9791]","[0.9962, 0.9847, 0.9404]"
NYAX.TA,"[0.9799, 0.9219, 0.8574]","[0.9799, 0.9219, 0.8574]","[0.917, 0.9849, 0.9204]","[-0.2497, -0.1516, -0.0871]","[0.8821, 0.9803, 0.9552]","[0.4251, 0.5232, 0.5877]","[0.9509, 0.9509, 0.8864]","[0.4238, 0.3256, 0.2612]"
NTGR.TA,"[0.9983, 0.9459, 0.8325]","[0.9983, 0.9459, 0.8325]","[0.313, 0.3688, 0.4823]","[0.0605, 0.1163, 0.2297]","[0.0149, 0.0707, 0.1841]","[-1.0, -1.0, -1.0]","[0.992, 0.9522, 0.8387]","[0.9464, 0.8906, 0.7771]"
NTNB.TA,"[None, None, None]","[0.9914, 0.9864, 0.9376]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXTG.TA,"[0.9932, 0.9843, 0.8243]","[0.9932, 0.9843, 0.8243]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXTM.TA,"[0.9893, 0.9618, 0.9862]","[0.9893, 0.9618, 0.9862]","[0.7127, 0.6852, 0.7372]","[-1.0, -1.0, -1.0]","[0.6116, 0.5841, 0.6361]","[0.1991, 0.1716, 0.2236]","[0.9576, 0.9301, 0.9821]","[0.9983, 0.9709, 0.9771]"
NXFR.TA,"[0.982, 0.797, 0.4829]","[0.982, 0.797, 0.4829]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NXGN.TA,"[0.9621, 0.9524, 0.759]","[0.9621, 0.9524, 0.759]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
NISA.TA,"[0.9827, 0.9632, 0.9286]","[0.9827, 0.9632, 0.9286]","[0.9801, 0.9607, 0.9312]","[-0.002, -0.0215, 0.0866]","[0.8689, 0.8495, 0.9576]","[0.782, 0.7626, 0.8707]","[0.9752, 0.9558, 0.9361]","[0.967, 0.9864, 0.8783]"
NVMI.TA,"[0.9802, 0.903, 0.9079]","[0.9802, 0.903, 0.9079]","[0.8392, 0.762, 0.7669]","[0.8442, 0.7671, 0.7719]","[0.8854, 0.8083, 0.8131]","[0.901, 0.8238, 0.8287]","[0.9109, 0.8337, 0.8385]","[None, None, None]"
NVLG.TA,"[0.99, 0.9642, 0.918]","[0.99, 0.9642, 0.918]","[0.9018, 0.876, 0.9938]","[0.9063, 0.9321, 0.8143]","[0.9699, 0.9441, 0.938]","[0.9428, 0.917, 0.9652]","[0.8717, 0.8458, 0.9637]","[None, None, None]"
NURI.TA,"[None, None, None]","[0.9976, 0.8911, 0.8628]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
OPCE.TA,"[0.9766, 0.9734, 0.9502]","[0.9766, 0.9734, 0.9502]","[0.6705, 0.6673, 0.7437]","[-1.0, -1.0, -1.0]","[0.1118, 0.1086, 0.1849]","[-0.9071, -0.9103, -0.8339]","[0.9364, 0.9332, 0.9904]","[0.9831, 0.9799, 0.9437]"
OPK.TA,"[0.9995, 0.8936, 0.9234]","[0.9995, 0.8936, 0.9234]","[0.9535, 0.8467, 0.8764]","[-1.0, -1.0, -1.0]","[0.7774, 0.6705, 0.7003]","[0.2609, 0.1541, 0.1839]","[0.86, 0.9669, 0.9371]","[-0.381, -0.2741, -0.3039]"
ORAD.TA,"[0.9752, 0.9968, 0.9638]","[0.9752, 0.9968, 0.9638]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
ORMP.TA,"[0.9845, 0.9617, 0.9171]","[0.9845, 0.9617, 0.9171]","[None, None, None]","[-1.0, -1.0, -1.0]","[None, None, None]","[0.9698, 0.9471, 0.9024]","[0.9116, 0.9343, 0.979]","[None, None, None]"
ORA.TA,"[0.9961, 0.9354, 0.9755]","[0.9961, 0.9354, 0.9755]","[0.9905, 0.9299, 0.9811]","[0.9888, 0.9282, 0.9828]","[0.9549, 0.8943, 0.9833]","[0.959, 0.8984, 0.9874]","[0.9888, 0.9506, 0.9604]","[0.9866, 0.9528, 0.9582]"
OVRS.TA,"[0.9992, 0.9717, 0.9711]","[0.9992, 0.9717, 0.9711]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PLRM.TA,"[0.9968, 0.946, 0.7524]","[0.9968, 0.946, 0.7524]","[0.995, 0.9378, 0.7442]","[0.951, 0.8938, 0.7001]","[0.9885, 0.9313, 0.7376]","[0.9553, 0.8981, 0.7044]","[0.9131, 0.9703, 0.8361]","[None, None, None]"
PTNR.TA,"[0.9866, 0.9916, 0.7736]","[0.9866, 0.9916, 0.7736]","[0.9526, 0.9744, 0.8076]","[0.4954, 0.5172, 0.7352]","[0.864, 0.8858, 0.8962]","[0.6241, 0.6459, 0.8639]","[0.9504, 0.9722, 0.8098]","[0.9866, 0.9916, 0.7736]"
PEN.TA,"[0.9899, 0.9182, 0.8046]","[0.9899, 0.9182, 0.8046]","[0.8462, 0.9179, 0.9686]","[0.6411, 0.7128, 0.8264]","[None, None, None]","[None, None, None]","[0.9812, 0.9095, 0.7959]","[None, None, None]"
PERI.TA,"[0.9931, 0.9704, 0.9938]","[0.9931, 0.9704, 0.9938]","[0.9333, 0.9107, 0.934]","[-0.3335, -0.3109, -0.3343]","[0.9317, 0.9091, 0.9325]","[0.6352, 0.6578, 0.6344]","[0.9454, 0.9228, 0.9461]","[None, None, None]"
PTCH.TA,"[None, None, None]","[0.9796, 0.9339, 0.9456]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PHTM.TA,"[0.9969, 0.8748, 0.8327]","[0.9969, 0.8748, 0.8327]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PLCR.TA,"[-1.0, -1.0, 0.8733]","[-1.0, -1.0, 0.8733]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PMVM.TA,"[0.9699, 0.872, 0.5753]","[0.9699, 0.872, 0.5753]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PRSK.TA,"[0.9897, 0.8878, 0.7677]","[0.9897, 0.8878, 0.7677]","[0.9028, 0.9954, 0.8752]","[0.5076, 0.4057, 0.2855]","[0.8099, 0.708, 0.5879]","[0.7906, 0.6887, 0.5685]","[0.9848, 0.9133, 0.7931]","[0.9986, 0.8968, 0.7766]"
PRTC.TA,"[0.9891, 0.9592, 0.8851]","[0.9891, 0.9592, 0.8851]","[0.9788, 0.9489, 0.8748]","[0.9891, 0.981, 0.9069]","[None, None, None]","[0.6074, 0.6372, 0.7114]","[0.9456, 0.9158, 0.8417]","[0.977, 0.9472, 0.8731]"
PRPD.TA,"[None, None, None]","[0.985, 0.8705, 0.9818]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PULS.TA,"[0.9865, 0.8188, 0.7811]","[0.9865, 0.8188, 0.7811]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
PPBT.TA,"[0.9753, 0.7712, 0.7105]","[0.9753, 0.7712, 0.7105]","[None, None, None]","[0.251, 0.0469, -0.0139]","[None, None, None]","[0.6304, 0.4263, 0.3656]","[0.9981, 0.7978, 0.7371]","[None, None, None]"
QLTU.TA,"[0.9827, 0.9325, 0.7472]","[0.9827, 0.9325, 0.7472]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
QLRD.TA,"[0.9995, 0.9691, 0.9428]","[0.9995, 0.9691, 0.9428]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RANI.TA,"[0.9852, 0.9029, 0.7445]","[0.9852, 0.9029, 0.7445]","[0.475, 0.5869, 0.7453]","[-1.0, -1.0, -1.0]","[0.938, 0.9502, 0.7917]","[0.3958, 0.5076, 0.6661]","[0.9375, 0.9507, 0.7922]","[0.9843, 0.8725, 0.714]"
RAVD.TA,"[0.9068, 0.8923, 0.8951]","[0.9068, 0.8923, 0.8951]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RVL.TA,"[0.9833, 0.8981, 0.8805]","[0.9833, 0.8981, 0.8805]","[0.9375, 0.8522, 0.9264]","[0.8328, 0.918, 0.6966]","[0.914, 0.8288, 0.9498]","[0.6846, 0.5994, 0.8208]","[0.9974, 0.9173, 0.8613]","[0.7649, 0.6797, 0.9011]"
RAYG-M.TA,"[None, None, None]","[0.9915, 0.992, 0.9975]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RZR.TA,"[0.9528, 0.7511, 0.8905]","[0.9528, 0.7511, 0.8905]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
RIT1.TA,"[0.9777, 0.9285, 0.8522]","[0.9777, 0.9285, 0.8522]","[0.9162, 0.99, 0.9137]","[0.2921, 0.1983, 0.122]","[0.9213, 0.9849, 0.9086]","[0.9179, 0.9883, 0.912]","[0.954, 0.9523, 0.8759]","[0.9963, 0.9025, 0.8262]"
REKA.TA,"[1.0, 0.9231, 0.9709]","[1.0, 0.9231, 0.9709]","[0.7307, 0.8076, 0.7016]","[-0.3894, -0.4664, -0.3604]","[0.8279, 0.9048, 0.7988]","[0.8356, 0.9125, 0.8065]","[0.9944, 0.9287, 0.9653]","[0.9826, 0.9056, 0.9884]"
RTLS.TA,"[0.982, 0.995, 0.8932]","[0.982, 0.995, 0.8932]","[0.941, 0.954, 0.9341]","[0.4643, 0.4773, 0.5892]","[0.9133, 0.9263, 0.9619]","[0.8025, 0.8155, 0.9274]","[0.9385, 0.9515, 0.9367]","[0.9466, 0.9336, 0.8218]"
RIMO.TA,"[0.9974, 0.989, 0.9056]","[0.9974, 0.989, 0.9056]","[0.9818, 0.9681, 0.8848]","[0.759, 0.7454, 0.662]","[0.8532, 0.8395, 0.7562]","[0.8013, 0.7876, 0.7043]","[0.9604, 0.9468, 0.8634]","[None, None, None]"
RSEL.TA,"[0.9941, 0.969, 0.787]","[0.9941, 0.969, 0.787]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPNS.TA,"[0.9994, 0.9148, 0.893]","[0.9994, 0.9148, 0.893]","[0.9978, 0.9165, 0.8913]","[0.9854, 0.8997, 0.9081]","[0.9962, 0.918, 0.8898]","[0.9943, 0.9086, 0.8992]","[0.9758, 0.9385, 0.8694]","[0.9989, 0.9154, 0.8925]"
SARN.TA,"[0.989, 0.9501, 0.8865]","[0.989, 0.9501, 0.8865]","[0.9005, 0.8395, 0.776]","[0.9476, 0.9915, 0.9279]","[0.9536, 0.8927, 0.8291]","[0.8404, 0.7794, 0.7159]","[-1.0, -1.0, -1.0]","[0.9399, 0.9991, 0.9355]"
SVRE.TA,"[0.9933, 0.6376, 0.4062]","[0.9933, 0.6376, 0.4062]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SVRT.TA,"[0.9646, 0.8379, 0.793]","[0.9646, 0.8379, 0.793]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SCDX.TA,"[0.9668, 0.8687, 0.7807]","[0.9668, 0.8687, 0.7807]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SLARL.TA,"[0.9771, 0.9359, 0.8179]","[0.9771, 0.9359, 0.8179]","[0.963, 0.9499, 0.8319]","[-1.0, -1.0, -1.0]","[0.9529, 0.96, 0.8421]","[0.9524, 0.9605, 0.8426]","[0.9618, 0.9512, 0.8332]","[0.9644, 0.9485, 0.8305]"
SHGR.TA,"[0.9878, 0.9242, 0.8478]","[0.9878, 0.9242, 0.8478]","[0.8965, 0.9601, 0.9635]","[-1.0, -1.0, -1.0]","[0.9077, 0.9714, 0.9523]","[0.6119, 0.6755, 0.7519]","[0.9898, 0.9465, 0.8702]","[0.9104, 0.8468, 0.7704]"
SPEN.TA,"[0.985, 0.8817, 0.8244]","[0.985, 0.8817, 0.8244]","[0.8317, 0.965, 0.9778]","[0.6517, 0.785, 0.8422]","[0.7055, 0.8388, 0.8961]","[0.4281, 0.5613, 0.6186]","[0.981, 0.8857, 0.8284]","[0.9382, 0.9285, 0.8712]"
SHOM.TA,"[0.9869, 0.8875, 0.7259]","[0.9869, 0.8875, 0.7259]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SAE.TA,"[0.9939, 0.9789, 0.7776]","[0.9939, 0.9789, 0.7776]","[0.9801, 0.9951, 0.8036]","[0.5697, 0.5848, 0.7861]","[0.9797, 0.9948, 0.8039]","[0.9908, 0.9941, 0.7928]","[0.9575, 0.9726, 0.8261]","[0.9855, 0.9705, 0.7692]"
SKLN.TA,"[0.9885, 0.984, 0.9311]","[0.9885, 0.984, 0.9311]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SONO.TA,"[1.0, 0.9414, 0.6294]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPDV.TA,"[0.9988, 0.933, 0.9723]","[0.9988, 0.933, 0.9723]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPRG.TA,"[1.0, 0.9245, 0.3769]","[1.0, 0.9245, 0.3769]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
SPNTC.TA,"[0.9952, 0.9493, 0.9075]","[0.9952, 0.9493, 0.9075]","[0.9927, 0.9467, 0.91]","[0.4671, 0.4211, 0.5644]","[0.8814, 0.8355, 0.9787]","[0.7843, 0.7384, 0.8816]","[0.9803, 0.9344, 0.9224]","[0.9544, 0.9996, 0.8571]"
STG.TA,"[0.9909, 0.9762, 0.9939]","[0.9909, 0.9762, 0.9939]","[0.9734, 0.9937, 0.9764]","[0.8935, 0.9264, 0.8965]","[0.9778, 0.9892, 0.9808]","[0.9807, 0.9863, 0.9837]","[0.9814, 0.9857, 0.9843]","[0.9204, 0.8875, 0.9175]"
STRS.TA,"[0.9961, 0.974, 0.905]","[0.9961, 0.974, 0.905]","[0.895, 0.9249, 0.9939]","[0.7888, 0.8187, 0.8877]","[0.8761, 0.9059, 0.975]","[0.487, 0.5169, 0.586]","[0.972, 0.9981, 0.9291]","[0.9968, 0.9734, 0.9043]"
TDRN.TA,"[0.9932, 0.9693, 0.8719]","[0.9932, 0.9693, 0.8719]","[0.6473, 0.6235, 0.7823]","[-1.0, -1.0, -1.0]","[0.5733, 0.5494, 0.7082]","[-0.2814, -0.3053, -0.1465]","[0.9818, 0.9579, 0.8833]","[0.2023, 0.1784, 0.3372]"
TMRP.TA,"[0.9529, 0.9739, 0.9539]","[0.9529, 0.9739, 0.9539]","[0.8068, 0.88, 0.9]","[0.4766, 0.5498, 0.5698]","[0.6976, 0.7708, 0.7908]","[0.6894, 0.7626, 0.7826]","[0.9613, 0.9655, 0.9455]","[0.9982, 0.9286, 0.9086]"
TECT.TA,"[0.9821, 0.8644, 0.9722]","[0.9821, 0.8644, 0.9722]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TFRLF.TA,"[0.9946, 0.9747, 0.9135]","[0.9946, 0.9747, 0.9135]","[0.9788, 0.9481, 0.8869]","[0.973, 0.9424, 0.8812]","[0.9181, 0.9487, 0.9901]","[0.9898, 0.9796, 0.9184]","[0.9962, 0.9655, 0.9043]","[None, None, None]"
TLSY.TA,"[0.9934, 0.9278, 0.9497]","[0.9934, 0.9278, 0.9497]","[0.8853, 0.8065, 0.8285]","[0.6314, 0.5526, 0.5745]","[0.9161, 0.8373, 0.8592]","[0.6525, 0.5737, 0.5956]","[0.9187, 0.8399, 0.8618]","[0.8816, 0.8028, 0.8247]"
TRX.TA,"[0.9981, 0.9212, 0.7116]","[0.9981, 0.9212, 0.7116]","[0.9335, 0.8567, 0.647]","[0.4599, 0.3831, 0.1735]","[0.9203, 0.8435, 0.6339]","[0.6899, 0.6131, 0.4034]","[0.9018, 0.9786, 0.8118]","[0.8552, 0.7784, 0.5688]"
TUZA.TA,"[0.9952, 0.9922, 0.9659]","[0.9952, 0.9922, 0.9659]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TIGI.TA,"[None, None, None]","[0.9086, 0.9223, 0.8841]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TGTR.TA,"[0.984, 0.9212, 0.867]","[0.984, 0.9212, 0.867]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TNDO.TA,"[None, None, None]","[0.9927, 0.9682, 0.9807]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TSEM.TA,"[0.9982, 0.98, 0.8745]","[0.9982, 0.98, 0.8745]","[0.9432, 0.965, 0.9296]","[0.9757, 0.9976, 0.897]","[0.9276, 0.9494, 0.9452]","[0.8574, 0.8792, 0.9846]","[0.9652, 0.9871, 0.9075]","[0.9596, 0.9814, 0.9132]"
TRAN.TA,"[None, None, None]","[0.9783, 0.9376, 0.9282]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
TURB.TA,"[None, None, None]","[0.9701, 0.8518, 0.9259]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]","[None, None, None]"
